   0.0000000000000000       -16.249157774347541       -12.469477152179364     
   0.0000000000000000       -3.4890165208053880       -2.7822846980433571     
   0.0000000000000000       -3.4890165208053880       -2.7822846980433571     
   0.0000000000000000      -0.64162831444432100      -0.53531643667584794     
  -6.9077552789821368       -16.002985818355079       -12.338081140925379     
  -6.9077552789821368       -3.4499218187010561       -2.7603782069887979     
  -6.9077552789821368       -3.4499218187010565       -2.7603782069887957     
  -6.9077552789821368      -0.63617682853123092      -0.53217129082393733     
  -6.8977420685007456       -16.000512179638701       -12.336750663469651     
  -6.8977420685007456       -3.4495290302464268       -2.7601568785421327     
  -6.8977420685007456       -3.4495290302464272       -2.7601568785421313     
  -6.8977420685007456      -0.63612204927850746      -0.53213974692976240     
  -6.8877288580193534       -15.998013783348261       -12.335406693736601     
  -6.8877288580193534       -3.4491323095428865       -2.7599333127248995     
  -6.8877288580193534       -3.4491323095428861       -2.7599333127248999     
  -6.8877288580193534      -0.63606672135883635      -0.53210788740778947     
  -6.8777156475379622       -15.995490384686153       -12.334049095511697     
  -6.8777156475379622       -3.4487316176350040       -2.7597074870200431     
  -6.8777156475379622       -3.4487316176350040       -2.7597074870200426     
  -6.8777156475379622      -0.63601083932842728      -0.53207570911049851     
  -6.8677024370565709       -15.992941736519471       -12.332677731241461     
  -6.8677024370565709       -3.4483269151927445       -2.7594793786889151     
  -6.8677024370565709       -3.4483269151927445       -2.7594793786889156     
  -6.8677024370565709      -0.63595439769087614      -0.53204320885913448     
  -6.8576892265751797       -15.990367589358558       -12.331292462022192     
  -6.8576892265751797       -3.4479181625081159       -2.7592489647692475     
  -6.8576892265751797       -3.4479181625081154       -2.7592489647692471     
  -6.8576892265751797      -0.63589739089671637      -0.53201038344339557     
  -6.8476760160937875       -15.987767691337931       -12.329893147587294     
  -6.8476760160937875       -3.4475053194919183       -2.7590162220730692     
  -6.8476760160937875       -3.4475053194919183       -2.7590162220730674     
  -6.8476760160937875      -0.63583981334294326      -0.53197722962115335     
  -6.8376628056123963       -15.985141788195529       -12.328479646295682     
